Code du département;Libellé du département;Code INSEE;Nom de la commune;Numéro de la fiche équipement;Nombre d'équipements identiques;Activité code;Activité libellé;Activité praticable;Activité pratiquée;Dans salle spécialisable;Niveau de l'activité - Classif.;localisation
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358297;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358297;1;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;358297;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Compétition départementale;47.0719256611, -1.41556455507
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;3701;Handball / Mini hand / Handball de plage;Oui;Non;Non;Compétition départementale;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;4401;Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;Oui;Oui;Non;Compétition départementale;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;7901;Tennis;Oui;Non;Non;Compétition départementale;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;8001;Tennis de table;Oui;Oui;Non;Scolaire;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;67651;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Non;Non;Compétition départementale;47.2844487793, -2.474374647
44;Loire-Atlantique;44012;Bernerie-en-Retz;67707;1;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;67707;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;67707;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;67707;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;67707;1;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;67707;1;8001;Tennis de table;Oui;Oui;Non;Compétition départementale;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;67707;1;8901;Activités de forme et de santé;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0856704602, -2.03170205961
44;Loire-Atlantique;44003;Ancenis;67731;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;67731;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;67731;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;67731;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;67732;2;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;67732;2;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;67732;2;7901;Tennis;Oui;Non;Non;Non défini;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;70882;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Compétition départementale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;70882;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;70882;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition départementale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;70882;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44005;Arthon-en-Retz;71148;1;401;Aikido / Aikibudo / Budo;Oui;Oui;Non;Entrainement;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71148;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71148;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71148;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71148;1;7701;Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan;Oui;Oui;Non;Entrainement;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71148;1;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.1592162214, -1.95412512421
44;Loire-Atlantique;44009;Basse-Goulaine;71393;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;71393;1;3404;Expression gymnique;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;71393;1;7901;Tennis;Oui;Oui;Non;Entrainement;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;71393;1;8001;Tennis de table;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;71393;1;8201;Tir à l'arc;Oui;Oui;Non;Entrainement;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;71393;1;8401;Twirling bâton;Oui;Oui;Non;Entrainement;47.2120137336, -1.46246852595
44;Loire-Atlantique;44007;Avessac;71816;1;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.635436304, -1.97050871505
44;Loire-Atlantique;44007;Avessac;71816;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Entrainement;47.635436304, -1.97050871505
44;Loire-Atlantique;44007;Avessac;71816;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.635436304, -1.97050871505
44;Loire-Atlantique;44007;Avessac;71816;1;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.635436304, -1.97050871505
44;Loire-Atlantique;44007;Avessac;71816;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.635436304, -1.97050871505
44;Loire-Atlantique;44003;Ancenis;318869;1;1201;Billard (Français (carambole),Snooker,Anglais,Américain);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;135224;1;1401;Boxe Anglaise;Oui;Non;Non;Entrainement;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;135224;1;3101;Full contact (boxe américaine)/Light contact/First full/Full défense/Super fight/Semi-contact;Oui;Oui;Non;Entrainement;47.3833270209, -1.18241880879
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;252824;1;1701;Canoë de randonnée;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;252824;1;5501;Pêche au coup en eau douce;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44007;Avessac;272729;1;1701;Canoë de randonnée;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.635436304, -1.97050871505
44;Loire-Atlantique;44007;Avessac;272729;1;5501;Pêche au coup en eau douce;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.635436304, -1.97050871505
44;Loire-Atlantique;44007;Avessac;272729;1;8502;Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.635436304, -1.97050871505
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;288494;1;1701;Canoë de randonnée;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44004;Anetz;291803;1;1701;Canoë de randonnée;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291803;1;5001;Motonautisme / Jet hydrojet / Aéroglisseur;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291803;1;5501;Pêche au coup en eau douce;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291803;1;6902;Ski nautique classique / Course / à figures libres / nupieds / Kneeboard / Wake-board;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291804;1;1701;Canoë de randonnée;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291804;1;5001;Motonautisme / Jet hydrojet / Aéroglisseur;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291804;1;5501;Pêche au coup en eau douce;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291804;1;6902;Ski nautique classique / Course / à figures libres / nupieds / Kneeboard / Wake-board;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291871;1;1701;Canoë de randonnée;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;291871;1;5501;Pêche au coup en eau douce;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44003;Ancenis;68607;1;1701;Canoë de randonnée;Oui;Oui;Non;Entrainement;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;68607;1;5001;Motonautisme / Jet hydrojet / Aéroglisseur;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;68607;1;5501;Pêche au coup en eau douce;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44006;Assérac;257686;1;1708;Wave-ski;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;257686;1;1710;Kayak de mer;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;257686;1;8501;Planche à Voile;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;257686;1;8502;Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;257686;1;8702;Cerf volant de traction (glisse aérotractée) et kitesurf;Oui;Oui;Non;Compétition régionale;47.4379772072, -2.41272577216
44;Loire-Atlantique;44010;Batz-sur-Mer;289877;1;1710;Kayak de mer;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;289877;1;7601;Surf;Oui;Oui;Non;Compétition nationale;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;300265;1;1710;Kayak de mer;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;300265;1;7601;Surf;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44006;Assérac;312199;1;1710;Kayak de mer;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44006;Assérac;312199;1;8502;Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.4379772072, -2.41272577216
44;Loire-Atlantique;44001;Abbaretz;312133;1;2001;Course d'orientation - Vtt;Oui;Oui;Non;Compétition départementale;47.5560384833, -1.49327262094
44;Loire-Atlantique;44001;Abbaretz;312133;1;2002;Course d'orientation - Pédestre;Oui;Oui;Non;Compétition départementale;47.5560384833, -1.49327262094
44;Loire-Atlantique;44003;Ancenis;353619;1;2002;Course d'orientation - Pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;203349;1;201;Formule racer / Vol à moteur / Voltige aérienne/Rallye aérien/Pilotage précision;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;203349;1;6101;Planeur ULM / Multiaxe / Pendulaire / Paramoteur / Motorisations auxiliaires / Autogire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44008;Barbechat;204480;1;2202;Bicross (BMX);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2820568846, -1.29827542127
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;275133;1;2202;Bicross (BMX);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;275133;1;6303;Roller acrobatique;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;275133;1;6306;Planche à roulettes (Skate);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44011;Belligné;295211;1;2202;Bicross (BMX);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4785440295, -1.02618318963
44;Loire-Atlantique;44011;Belligné;295211;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4785440295, -1.02618318963
44;Loire-Atlantique;44004;Anetz;312399;1;2202;Bicross (BMX);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44003;Ancenis;353731;1;2202;Bicross (BMX);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44010;Batz-sur-Mer;188832;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;188832;1;6201;Randonnée pédestre;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44004;Anetz;189276;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189276;1;2608;Randonnée équestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189276;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189288;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189288;1;2608;Randonnée équestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189288;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189297;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189297;1;2608;Randonnée équestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189297;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189310;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189310;1;2608;Randonnée équestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;189310;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44001;Abbaretz;197752;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44001;Abbaretz;197752;1;6201;Randonnée pédestre;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44010;Batz-sur-Mer;201866;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44010;Batz-sur-Mer;201866;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2844487793, -2.474374647
44;Loire-Atlantique;44008;Barbechat;206894;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.2820568846, -1.29827542127
44;Loire-Atlantique;44012;Bernerie-en-Retz;213367;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;213367;1;2301;Cyclotourisme;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;213367;1;2608;Randonnée équestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0856704602, -2.03170205961
44;Loire-Atlantique;44012;Bernerie-en-Retz;213367;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0856704602, -2.03170205961
44;Loire-Atlantique;44005;Arthon-en-Retz;216017;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;216017;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1592162214, -1.95412512421
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;217498;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;217498;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44004;Anetz;280539;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;280539;1;2301;Cyclotourisme;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;280539;1;2608;Randonnée équestre;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;280539;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44001;Abbaretz;312136;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Entrainement;47.5560384833, -1.49327262094
44;Loire-Atlantique;44001;Abbaretz;312136;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44005;Arthon-en-Retz;316721;1;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;316721;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1592162214, -1.95412512421
44;Loire-Atlantique;44004;Anetz;194428;1;2301;Cyclotourisme;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;194428;1;2608;Randonnée équestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;194428;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;194437;1;2301;Cyclotourisme;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;194437;1;2608;Randonnée équestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;194437;1;6201;Randonnée pédestre;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129802;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129802;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44002;Aigrefeuille-sur-Maine;129802;1;8901;Activités de forme et de santé;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.0719256611, -1.41556455507
44;Loire-Atlantique;44003;Ancenis;132115;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;132115;1;3403;Gymnastique Aérobic;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;132115;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;132115;1;8001;Tennis de table;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;132115;1;8901;Activités de forme et de santé;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;267458;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44009;Basse-Goulaine;317933;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;317933;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;317933;1;8901;Activités de forme et de santé;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;317934;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44009;Basse-Goulaine;317934;1;8901;Activités de forme et de santé;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2120137336, -1.46246852595
44;Loire-Atlantique;44001;Abbaretz;343682;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44001;Abbaretz;343682;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44001;Abbaretz;343682;1;3404;Expression gymnique;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.5560384833, -1.49327262094
44;Loire-Atlantique;44001;Abbaretz;343682;1;8901;Activités de forme et de santé;Oui;Oui;Non;Scolaire;47.5560384833, -1.49327262094
44;Loire-Atlantique;44003;Ancenis;70881;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;70881;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;70881;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44005;Arthon-en-Retz;71149;1;401;Aikido / Aikibudo / Budo;Oui;Oui;Non;Entrainement;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71149;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71149;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1592162214, -1.95412512421
44;Loire-Atlantique;44005;Arthon-en-Retz;71149;1;7701;Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan;Oui;Oui;Non;Entrainement;47.1592162214, -1.95412512421
